path,loc,top_level_classes,top_level_funcs,imports_from_lattice,imported_by_count,phase_target,final_path,disposition
src/lattice/transforms/tool_projection.py,224,1,4,lattice.core.context|lattice.core.errors|lattice.core.pipeline|lattice.core.primitives|lattice.core.result|lattice.core.transport,3,-,transforms/tool_projection.py,KEEP
src/lattice/transport/__init__.py,18,0,0,lattice.transport.congestion|lattice.transport.simulation,0,-,transport/__init__.py,KEEP
src/lattice/transport/congestion.py,559,4,0,,6,-,transport/congestion.py,KEEP
src/lattice/transport/simulation.py,203,4,4,lattice.transport.congestion,2,-,transport/simulation.py,KEEP
src/lattice/ui.py,152,1,0,lattice.ui,3,-,ui.py,KEEP
src/lattice/utils/__init__.py,29,0,0,lattice.utils.streaming_sketches|lattice.utils.token_count|lattice.utils.validation,0,-,utils/__init__.py,KEEP
src/lattice/utils/patterns.py,126,0,0,,2,4a,transforms/patterns.py,MOVE
src/lattice/utils/streaming_sketches.py,179,3,0,,1,8,telemetry/streaming_sketches.py,MOVE
src/lattice/utils/token_count.py,276,4,2,,7,-,utils/token_count.py,KEEP
src/lattice/utils/validation.py,463,3,10,lattice.core.transform_registry|lattice.core.transport,11,8,safety/risk_scoring.py,MOVE
